,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
4989,33.8073,-118.3818,4,1,0,26,1.0
4993,33.8373,-118.1088,2,1,0,26,0.0
4994,33.9423,-118.0518,1,1,0,24,1.0
4999,33.8523,-118.4328,8,3,0,25,0.0
5000,33.8533,-118.1068,2,3,0,25,1.0
5002,33.8303,-118.1258,0,3,0,25,0.0
5012,33.8603,-118.0938,8,2,0,25,0.0
5020,34.0533,-118.4968,0,3,0,22,1.0
5022,33.8203,-118.1518,10,4,0,25,0.0
5024,34.0633,-118.5048,8,4,0,23,0.0
5026,33.8913,-118.4648,8,4,0,24,1.0
5028,33.8223,-118.1598,6,4,0,24,0.0
5038,33.9123,-118.4838,9,3,0,25,0.0
5045,33.8323,-118.4108,5,1,0,25,1.0
5047,33.8503,-118.4338,0,2,0,25,1.0
5052,33.8203,-118.4278,5,3,0,27,0.0
5072,34.0653,-118.0348,4,4,0,23,0.0
5073,33.8473,-118.0858,3,4,0,26,1.0
5075,33.7993,-118.3898,1,4,0,27,1.0
5080,33.8983,-118.4698,3,1,0,24,1.0
5090,33.9263,-118.4868,11,4,0,24,0.0
5097,33.8373,-118.4458,3,5,0,27,0.0
5115,34.0273,-118.0378,8,3,0,23,0.0
5116,33.8633,-118.0958,2,3,0,25,0.0
5118,33.9033,-118.4798,5,4,0,25,0.0
5119,33.8343,-118.1348,3,4,0,24,0.0
5133,33.9323,-118.5018,3,4,0,25,0.0
5134,33.8293,-118.4148,1,4,0,25,0.0
5141,33.8023,-118.3918,5,3,0,27,1.0
5160,33.8113,-118.1268,9,3,0,27,0.0
5172,33.8553,-118.4358,0,2,0,25,0.0
5179,33.8753,-118.0708,7,4,0,26,0.0
5210,33.8633,-118.4508,2,4,0,25,0.0
5217,33.8473,-118.0958,4,2,0,26,1.0
5230,33.8423,-118.1188,9,1,0,25,1.0
5232,33.8293,-118.1488,6,1,0,24,0.0
5238,34.0413,-118.5068,11,3,0,23,0.0
5243,33.7833,-118.2978,4,1,0,26,0.0
5252,33.8933,-118.0628,6,3,0,25,1.0
5263,33.7943,-118.2038,6,3,0,25,1.0
5264,33.8343,-118.4148,4,3,0,25,0.0
5267,33.9953,-118.0378,4,1,0,23,1.0
5277,33.9293,-118.0528,0,3,0,24,0.0
5293,33.3803,-118.4558,0,2,0,68,0.0
5294,33.8503,-118.1158,11,3,0,24,1.0
5296,33.9803,-118.5028,6,3,0,24,1.0
5299,33.9883,-118.4968,5,3,0,23,0.0
5300,34.0533,-118.4998,3,3,0,23,0.0
5308,33.7873,-118.2538,3,1,0,25,1.0
5345,33.8533,-118.4338,0,1,0,25,0.0
5347,33.8403,-118.1218,7,2,0,25,0.0
5374,33.8913,-118.4818,3,4,0,26,0.0
5376,33.8403,-118.4078,0,4,0,24,0.0
5381,33.9243,-118.4918,8,3,0,25,0.0
5395,33.8703,-118.0978,8,3,0,24,0.0
5414,33.7913,-118.4028,6,4,0,28,0.0
5416,33.8863,-118.0808,4,4,0,24,1.0
5417,33.8043,-118.1898,2,4,0,25,1.0
5418,33.8433,-118.1028,1,4,0,26,1.0
5432,33.8323,-118.4158,4,3,0,25,1.0
5442,33.8113,-118.3978,4,4,0,26,0.0
5447,33.7633,-118.3178,4,1,0,28,1.0
5449,33.8093,-118.1498,0,1,0,26,0.0
5450,33.6583,-118.0808,0,1,0,42,0.0
5452,33.8503,-118.1118,5,2,0,25,0.0
5456,33.8253,-118.1268,0,2,0,26,0.0
5458,33.7743,-118.2468,11,3,0,27,0.0
5463,33.8123,-118.1628,11,1,0,25,1.0
5486,33.9063,-118.4928,0,4,0,26,1.0
5487,33.8943,-118.0628,0,4,0,25,0.0
5494,33.8763,-118.0778,3,1,0,25,1.0
5500,33.8753,-118.4648,4,2,0,25,1.0
5502,33.7923,-118.2268,1,2,0,25,0.0
5507,34.0453,-118.0218,2,3,0,24,1.0
5509,33.8153,-118.3948,0,3,0,26,0.0
5513,33.7763,-118.3088,1,4,0,27,0.0
5529,33.8843,-118.0528,2,3,0,26,0.0
5547,33.9373,-118.0478,11,4,0,24,0.0
5549,33.9123,-118.0598,9,4,0,24,1.0
5550,33.8473,-118.1298,9,4,0,24,0.0
5553,33.9303,-118.0548,5,4,0,24,0.0
5558,33.8093,-118.1878,2,1,0,24,1.0
5559,33.8123,-118.0838,1,1,0,29,1.0
5560,33.8303,-118.1298,1,1,0,25,0.0
5562,33.8143,-118.3688,0,1,0,25,0.0
5570,33.8343,-118.1388,9,3,0,24,0.0
5588,33.8073,-118.2408,4,1,0,23,0.0
5596,33.8323,-118.1418,1,4,0,24,0.0
5597,33.8143,-118.3538,11,1,0,24,0.0
5606,33.7813,-118.2928,4,2,0,26,0.0
5611,34.0633,-118.4968,4,3,0,22,0.0
5613,33.8353,-118.1118,2,2,0,26,1.0
5614,33.7893,-118.3088,2,3,0,25,1.0
5615,33.8223,-118.1268,6,4,0,26,1.0
5617,33.7893,-118.1288,3,4,0,29,0.0
5640,33.8293,-118.1318,1,4,0,25,0.0
5645,34.0623,-118.0368,8,2,0,23,0.0
5674,33.9983,-118.0448,5,4,0,22,0.0
5678,34.0083,-118.5078,7,1,0,24,1.0
5681,33.8373,-118.1218,0,1,0,25,1.0
5686,34.0133,-118.0378,4,2,0,23,0.0
5719,33.8653,-118.4748,0,3,0,27,0.0
5720,34.0373,-118.4948,7,4,0,22,0.0
5726,33.8553,-118.4498,1,4,0,26,1.0
5743,33.8683,-118.1028,3,3,0,24,0.0
5745,33.8533,-118.4638,0,3,0,27,0.0
5750,33.9853,-118.0418,4,4,0,23,0.0
5753,33.9763,-118.0468,0,4,0,23,1.0
5754,33.8423,-118.1058,0,4,0,26,0.0
5763,34.0723,-118.5068,11,3,0,23,1.0
5764,33.8633,-118.4438,10,3,0,25,0.0
5765,33.8983,-118.4918,8,3,0,26,0.0
5766,33.7993,-118.2138,0,3,0,25,1.0
5773,34.0423,-118.0368,0,1,0,23,1.0
5776,33.8733,-118.4458,1,2,0,24,0.0
5777,33.7913,-118.1488,0,2,0,28,0.0
5779,34.0553,-118.5048,9,3,0,23,0.0
5781,33.8433,-118.1348,0,3,0,24,1.0
5782,33.7923,-118.4288,0,3,0,29,0.0
5783,33.8323,-118.4058,8,1,0,25,0.0
5792,33.6683,-118.2618,0,2,0,37,0.0
5793,33.8403,-118.1088,10,3,0,25,0.0
5800,33.9913,-118.0318,2,4,0,24,0.0
5807,33.8323,-118.4108,9,3,0,25,0.0
5810,33.8153,-118.1028,7,3,0,28,0.0
5835,33.7943,-118.2828,8,4,0,25,0.0
5836,33.8153,-118.3638,2,4,0,24,1.0
5837,33.8253,-118.1158,2,4,0,26,0.0
5840,34.0633,-118.0448,3,1,0,22,0.0
5841,33.8293,-118.1678,5,2,0,23,0.0
5849,33.8113,-118.3618,5,3,0,25,1.0
5854,33.6533,-118.0928,0,3,0,42,0.0
5866,33.9863,-118.4978,0,2,0,23,0.0
5870,33.8293,-118.1348,7,3,0,25,0.0
5879,33.8253,-118.1158,5,4,0,26,1.0
5881,33.8753,-118.4648,3,4,0,25,1.0
5886,34.0183,-118.4978,0,4,0,22,0.0
5895,33.7913,-118.3368,10,3,0,26,1.0
5898,33.9953,-118.0338,5,3,0,24,0.0
5905,33.7533,-118.2368,1,4,0,29,0.0
5906,34.0603,-118.0338,11,1,0,23,0.0
5924,33.8153,-118.4148,1,4,0,27,0.0
5938,33.7813,-118.3038,3,4,0,26,0.0
5948,33.8153,-118.1758,5,1,0,24,0.0
5962,33.8323,-118.4388,0,3,0,27,0.0
5963,34.0183,-118.0368,4,4,0,23,1.0
5972,33.8073,-118.3948,0,1,0,26,1.0
5976,33.8123,-118.1518,0,2,0,26,0.0
5982,33.8683,-118.0928,6,3,0,24,1.0
5984,33.8453,-118.1068,1,3,0,25,0.0
5993,33.8203,-118.1568,5,2,0,25,0.0
6001,33.8093,-118.1298,2,3,0,27,1.0
6003,33.8303,-118.4308,11,4,0,26,0.0
6016,33.5443,-118.2258,0,1,0,50,0.0
6017,34.0703,-118.0318,4,2,0,23,1.0
6018,33.8343,-118.1158,3,2,0,26,0.0
6019,33.7963,-118.1748,0,2,0,26,0.0
6022,33.8753,-118.4568,7,3,0,25,1.0
6024,33.8323,-118.4388,0,3,0,27,0.0
6039,33.9033,-118.0748,4,3,0,24,1.0
6040,33.9523,-118.0478,3,3,0,24,0.0
6054,33.8883,-118.0608,9,3,0,26,1.0
6056,34.0493,-118.5148,3,3,0,24,1.0
6061,33.8323,-118.1298,3,4,0,25,1.0
6062,33.8663,-118.0798,1,4,0,26,0.0
6072,33.7843,-118.2668,5,2,0,26,1.0
6073,33.7973,-118.2058,4,2,0,25,0.0
6075,33.8023,-118.1678,1,2,0,26,0.0
6076,33.8273,-118.4278,0,2,0,26,0.0
6077,33.8203,-118.4488,0,2,0,28,0.0
6083,33.8173,-118.4418,3,3,0,28,0.0
6089,33.8503,-118.4558,1,4,0,26,1.0
6092,33.8523,-118.4418,5,1,0,25,0.0
6104,33.8073,-118.3848,9,3,0,26,0.0
6106,34.0673,-118.5128,8,3,0,24,0.0
6110,34.0523,-118.0478,8,4,0,22,0.0
6111,33.9913,-118.5108,6,4,0,24,0.0
6112,33.9093,-118.4848,5,4,0,25,0.0
6121,33.8813,-118.4668,0,1,0,25,0.0
6126,33.8223,-118.3878,0,2,0,25,0.0
6127,33.8553,-118.1058,10,3,0,25,0.0
6135,33.8353,-118.1338,1,4,0,24,1.0
6136,33.8583,-118.1118,6,2,0,24,0.0
6142,33.8093,-118.3778,0,3,0,25,0.0
6162,33.8803,-118.4648,4,2,0,25,0.0
6173,33.7833,-118.3898,5,4,0,28,0.0
6176,33.8293,-118.4408,0,4,0,27,0.0
6181,33.8073,-118.2388,8,1,0,23,0.0
6184,33.9473,-118.0448,5,2,0,24,0.0
6188,33.8473,-118.4238,11,3,0,25,0.0
6195,33.9163,-118.4768,0,3,0,24,0.0
6199,33.8043,-118.2568,3,4,0,24,1.0
6201,33.9013,-118.4898,0,4,0,26,0.0
6202,33.7893,-118.2758,0,4,0,25,1.0
6206,33.7973,-118.2548,1,6,0,24,1.0
6208,33.8833,-118.4698,0,6,0,25,1.0
6211,33.7973,-118.1828,6,2,0,26,0.0
6212,33.8353,-118.1258,1,2,0,25,1.0
6232,33.8863,-118.0958,6,3,0,23,1.0
6233,33.8113,-118.3318,5,3,0,24,1.0
6235,33.8143,-118.3588,3,3,0,24,0.0
6237,33.8713,-118.1058,0,3,0,23,1.0
6239,33.8583,-118.0828,10,4,0,26,0.0
6241,33.8173,-118.3638,7,4,0,24,1.0
6242,33.8143,-118.3588,6,4,0,24,0.0
6247,33.9653,-118.5068,0,1,0,24,0.0
6248,33.8373,-118.1438,0,1,0,24,0.0
6256,33.8603,-118.1108,5,3,0,24,0.0
6261,33.9683,-118.5028,6,4,0,24,1.0
6275,33.8063,-118.1808,2,3,0,25,0.0
6276,33.8113,-118.3998,0,3,0,26,1.0
6285,34.0413,-118.5048,0,2,0,23,0.0
6286,34.0423,-118.0368,11,3,0,23,0.0
6288,34.0553,-118.4998,6,3,0,23,0.0
6289,33.8403,-118.4288,5,3,0,25,0.0
6296,33.8253,-118.1318,10,1,0,25,1.0
6299,33.8023,-118.1668,0,1,0,26,0.0
6306,33.8013,-118.1808,0,2,0,25,0.0
6310,33.8373,-118.4288,6,3,0,26,0.0
6314,33.8553,-118.4438,0,3,0,25,0.0
6315,33.8893,-118.0648,10,1,0,25,1.0
6325,34.0293,-118.0338,2,2,0,23,0.0
6329,34.0183,-118.5048,9,3,0,23,0.0
6335,33.8883,-118.4788,10,4,0,26,0.0
6340,34.0093,-118.0318,6,4,0,24,1.0
6341,33.8633,-118.4538,5,4,0,25,0.0
6343,33.8453,-118.1108,3,4,0,25,0.0
6345,33.7843,-118.2568,1,4,0,26,0.0
6351,33.7783,-118.3268,0,2,0,27,0.0
6352,33.4363,-118.2698,0,2,0,60,0.0
6353,34.0273,-118.5068,11,3,0,23,0.0
6359,33.8273,-118.1158,7,3,0,26,0.0
6360,33.8433,-118.4178,7,3,0,24,0.0
6381,33.8023,-118.3468,1,4,0,25,0.0
6395,33.8993,-118.4668,10,3,0,24,1.0
6400,33.8523,-118.4408,1,3,0,25,1.0
6401,33.8703,-118.1008,1,3,0,24,1.0
6402,33.8683,-118.0938,11,4,0,24,0.0
6406,33.8553,-118.4558,6,4,0,26,1.0
6408,33.8683,-118.4568,5,4,0,25,1.0
6409,33.8553,-118.4568,4,4,0,26,0.0
6411,33.7943,-118.1498,0,4,0,27,0.0
6412,33.7943,-118.3568,0,4,0,26,0.0
6413,34.0703,-118.0378,0,4,0,23,0.0
6418,33.5163,-118.3978,0,1,0,54,0.0
6436,33.7873,-118.1808,0,4,0,27,1.0
6441,33.8893,-118.4618,7,2,0,24,0.0
6451,33.9143,-118.4948,9,3,0,25,0.0
6464,34.0503,-118.0428,0,1,0,22,1.0
6468,33.8373,-118.4188,7,3,0,25,1.0
6477,33.9043,-118.4898,0,4,0,26,0.0
6483,34.0443,-118.5078,3,2,0,23,0.0
6485,34.0503,-118.0468,0,2,0,22,0.0
6491,33.8383,-118.4278,2,3,0,25,1.0
6496,34.0323,-118.0398,2,4,0,23,0.0
6500,33.8063,-118.3828,2,1,0,26,1.0
6501,34.0723,-118.0368,1,1,0,23,1.0
6503,34.0683,-118.5068,10,2,0,23,0.0
6507,33.7943,-118.1718,8,3,0,26,0.0
6508,33.8703,-118.4748,6,4,0,26,0.0
6514,33.8173,-118.1388,0,1,0,26,0.0
6517,33.8173,-118.1748,8,2,0,24,1.0
6519,33.8353,-118.4508,10,3,0,27,0.0
6521,33.7783,-118.3028,0,3,0,26,0.0
6522,33.7963,-118.3548,9,4,0,26,1.0
6525,33.8483,-118.4308,7,4,0,25,0.0
6527,33.8753,-118.0748,4,4,0,25,0.0
6531,34.0343,-118.0458,0,4,0,22,0.0
6534,33.8703,-118.4928,6,3,0,28,0.0
6545,33.8073,-118.1928,8,1,0,24,0.0
6546,34.0453,-118.5078,4,2,0,23,1.0
6548,33.9263,-118.0598,2,2,0,24,1.0
6549,33.8583,-118.0978,2,2,0,25,1.0
6550,33.8533,-118.4258,1,2,0,24,0.0
6551,33.7963,-118.1388,11,3,0,28,0.0
6552,33.8013,-118.1548,9,3,0,26,0.0
6553,34.0553,-118.5108,7,3,0,24,1.0
6559,33.4423,-118.4538,0,3,0,62,0.0
6566,33.8203,-118.4408,0,4,0,28,0.0
6567,33.8073,-118.3538,9,1,0,25,0.0
6580,33.8713,-118.0908,0,2,0,24,0.0
6586,33.8243,-118.4228,7,3,0,26,0.0
6593,33.8203,-118.4048,5,4,0,26,1.0
6594,33.7913,-118.1878,4,4,0,26,0.0
6605,33.8023,-118.1548,1,1,0,26,0.0
6628,33.5723,-118.1508,0,1,0,48,0.0
6633,33.8253,-118.3868,1,2,0,24,1.0
6634,33.7993,-118.3218,0,2,0,25,1.0
6640,33.8173,-118.4668,9,4,0,30,0.0
6643,33.8273,-118.1528,2,4,0,24,1.0
6644,33.8243,-118.1598,1,4,0,24,0.0
6648,33.9983,-118.4928,1,1,0,22,0.0
6650,33.3033,-118.3768,0,2,0,74,0.0
6653,33.8663,-118.0988,9,3,0,24,1.0
6656,33.8523,-118.4188,3,3,0,24,1.0
6659,33.9243,-118.4848,6,4,0,24,1.0
6660,33.8153,-118.1488,5,4,0,25,0.0
6661,33.7793,-118.2648,2,4,0,26,0.0
6662,33.8613,-118.0978,1,1,0,25,0.0
6671,34.0683,-118.0468,8,3,0,22,0.0
6674,33.8023,-118.3688,11,4,0,26,1.0
6682,33.8433,-118.4328,0,5,0,25,1.0
6685,33.8573,-118.4338,2,1,0,24,0.0
6688,33.8193,-118.4878,2,2,0,31,0.0
6697,33.8863,-118.4848,0,4,0,26,0.0
6698,33.9633,-118.5078,0,4,0,25,0.0
6700,33.8023,-118.3948,11,1,0,27,0.0
6714,33.8383,-118.1158,3,3,0,25,1.0
6715,33.8663,-118.4468,0,3,0,25,0.0
6728,33.8423,-118.1158,9,1,0,25,1.0
6729,33.7913,-118.3408,9,1,0,26,1.0
6730,33.8243,-118.1338,8,1,0,25,1.0
6732,33.8323,-118.4188,5,1,0,25,1.0
6733,33.8803,-118.4928,4,1,0,27,0.0
6735,33.7873,-118.2228,6,2,0,26,0.0
6739,33.8373,-118.4208,10,3,0,25,1.0
6740,33.7913,-118.3818,7,3,0,27,0.0
6747,33.8353,-118.4228,9,4,0,25,0.0
6754,33.7943,-118.3588,2,5,0,26,0.0
6755,33.8203,-118.3958,0,5,0,25,0.0
6756,33.8883,-118.0658,9,1,0,25,0.0
6761,34.0033,-118.5108,1,1,0,24,1.0
6767,34.0393,-118.5048,2,2,0,23,0.0
6768,33.7583,-118.2188,0,2,0,29,1.0
6775,33.8193,-118.1798,0,3,0,24,0.0
6778,33.8783,-118.4558,5,4,0,24,1.0
6781,33.8203,-118.1348,1,4,0,26,1.0
6793,33.8553,-118.0878,7,2,0,26,0.0
6799,33.8153,-118.4188,5,3,0,27,1.0
6800,33.8353,-118.1208,5,3,0,25,1.0
6801,33.8553,-118.0798,3,3,0,26,0.0
6802,33.8273,-118.1388,1,3,0,25,0.0
6804,33.8073,-118.1578,5,4,0,26,0.0
6812,33.8253,-118.4058,10,1,0,25,0.0
6818,33.8663,-118.4358,11,2,0,24,0.0
6820,33.8503,-118.1118,7,2,0,25,0.0
6824,33.8863,-118.4488,2,2,0,23,0.0
6832,34.0443,-118.4978,10,2,0,22,1.0
6833,34.0343,-118.4948,9,2,0,22,0.0
6839,33.9983,-118.4928,2,2,0,22,0.0
6850,33.8193,-118.1628,7,4,0,24,1.0
6851,33.8753,-118.0828,6,4,0,25,0.0
6852,34.0443,-118.0398,6,4,0,23,1.0
6855,33.8243,-118.1528,2,4,0,24,0.0
6856,33.7993,-118.2718,1,4,0,24,0.0
6864,33.8553,-118.0828,6,2,0,26,1.0
6870,33.7643,-118.3008,3,3,0,28,0.0
6879,33.8653,-118.0978,0,1,0,24,1.0
6882,33.8553,-118.4438,8,2,0,25,1.0
6884,33.8893,-118.0798,4,2,0,24,1.0
6886,33.9343,-118.5018,10,3,0,25,0.0
6889,33.8733,-118.4688,5,3,0,26,0.0
6890,33.8323,-118.3978,3,3,0,24,1.0
6891,33.8043,-118.2038,3,3,0,24,0.0
6892,33.8143,-118.1528,0,3,0,25,0.0
6894,33.9073,-118.4788,1,4,0,24,1.0
6897,34.0363,-118.5028,3,1,0,23,0.0
6898,33.8883,-118.4568,1,1,0,24,1.0
6899,33.9223,-118.4948,0,1,0,25,0.0
6901,33.8833,-118.4898,10,2,0,27,0.0
6905,34.0583,-118.4968,7,3,0,22,0.0
6906,33.8783,-118.0658,4,3,0,26,0.0
6908,33.8553,-118.0708,6,4,0,27,0.0
6918,33.8663,-118.0828,0,1,0,25,1.0
6924,34.0163,-118.0368,8,3,0,23,0.0
6930,33.9343,-118.4948,8,4,0,25,0.0
6932,33.8343,-118.1388,1,4,0,24,0.0
6937,33.7873,-118.2458,10,2,0,25,0.0
6942,33.7893,-118.1928,3,2,0,26,0.0
6949,33.8243,-118.1578,4,4,0,24,1.0
6952,33.8293,-118.3928,4,1,0,24,0.0
6954,33.8613,-118.0428,2,1,0,29,0.0
6955,34.0523,-118.0398,0,1,0,23,0.0
6965,34.0133,-118.0428,11,1,0,22,1.0
6967,33.8473,-118.4238,2,1,0,25,0.0
6969,33.8833,-118.0938,8,2,0,23,1.0
6973,33.8303,-118.3908,0,2,0,24,0.0
6975,33.8473,-118.1268,7,3,0,24,0.0
6988,33.8523,-118.1038,0,2,0,25,0.0
6991,33.8783,-118.4928,0,3,0,27,1.0
6993,33.7713,-118.2948,5,4,0,27,0.0
6994,33.8963,-118.0708,10,1,0,24,1.0
6996,33.8713,-118.0798,7,1,0,25,0.0
7011,33.8223,-118.1568,1,3,0,24,0.0
7016,33.8373,-118.1118,3,4,0,26,0.0
7018,33.8453,-118.1268,0,4,0,24,0.0
7030,33.8243,-118.4148,8,4,0,26,0.0
7031,34.0623,-118.4948,3,4,0,22,0.0
7032,33.7863,-118.3158,0,4,0,26,1.0
7035,33.8303,-118.4208,1,5,0,26,0.0
7039,33.8753,-118.0678,3,1,0,26,0.0
7043,33.7843,-118.1948,0,1,0,27,1.0
7048,33.8253,-118.4128,0,2,0,26,0.0
7053,34.0263,-118.5108,3,3,0,24,0.0
7057,33.8583,-118.4388,1,4,0,25,0.0
7059,33.8503,-118.0928,0,4,0,26,0.0
7064,33.9263,-118.4928,0,1,0,25,0.0
7069,33.8343,-118.1318,5,2,0,25,0.0
7075,33.8063,-118.0658,0,2,0,31,0.0
7080,33.8533,-118.4158,11,4,0,24,0.0
7108,33.8453,-118.4508,3,4,0,26,0.0
7110,33.8353,-118.4338,0,4,0,26,0.0
7113,33.8143,-118.1158,5,1,0,27,1.0
7121,33.8223,-118.3878,0,2,0,25,0.0
7131,33.7943,-118.3338,0,4,0,25,0.0
7165,33.7963,-118.2638,0,3,0,24,1.0
7168,34.0063,-118.0298,7,4,0,24,1.0
7170,33.8943,-118.0578,5,4,0,25,1.0
7172,33.8503,-118.4358,3,4,0,25,1.0
7174,33.8833,-118.4638,2,4,0,25,0.0
7175,33.8293,-118.4008,1,4,0,25,0.0
7181,33.8803,-118.0798,5,1,0,25,1.0
7184,33.8023,-118.1858,8,2,0,25,1.0
7187,33.9093,-118.0478,3,2,0,25,0.0
7188,34.0423,-118.0288,11,3,0,24,0.0
7190,33.8023,-118.2948,8,3,0,24,0.0
7194,34.0473,-118.4978,3,3,0,22,0.0
7195,33.8613,-118.4458,8,4,0,25,1.0
7196,33.7993,-118.3828,7,4,0,26,0.0
7197,33.7683,-118.2748,7,4,0,27,0.0
7198,34.0223,-118.0468,4,4,0,22,0.0
7199,33.8703,-118.4768,3,4,0,27,0.0
7202,34.0583,-118.0448,8,1,0,22,0.0
7205,33.7663,-118.2518,3,1,0,27,1.0
7211,34.0503,-118.0418,10,3,0,22,0.0
7213,33.7943,-118.2798,3,3,0,25,0.0
7214,33.8403,-118.0888,4,4,0,27,0.0
7216,33.8713,-118.4558,10,1,0,25,1.0
7217,33.8583,-118.1108,8,1,0,24,0.0
7218,33.8833,-118.4568,4,1,0,24,0.0
7230,33.9303,-118.0468,4,3,0,25,0.0
7236,33.8963,-118.4638,1,4,0,24,1.0
7237,33.8403,-118.1238,1,4,0,25,0.0
7246,33.8573,-118.4438,9,3,0,25,0.0
7248,33.8063,-118.3268,4,3,0,24,1.0
7249,33.9043,-118.4968,2,3,0,26,0.0
7250,33.8423,-118.4328,0,4,0,25,0.0
7264,33.8343,-118.1368,8,4,0,24,1.0
7266,33.8223,-118.1448,6,4,0,25,1.0
7268,33.8883,-118.0518,4,4,0,26,0.0
7269,33.8023,-118.3798,2,4,0,26,1.0
7270,33.8893,-118.4798,1,4,0,26,0.0
7272,33.8423,-118.4108,0,4,0,24,0.0
7274,33.8023,-118.1848,0,4,0,25,0.0
7280,33.8703,-118.0858,7,2,0,25,0.0
7281,33.8153,-118.3598,5,2,0,24,1.0
7282,33.8193,-118.3778,4,2,0,24,1.0
7283,33.8763,-118.1008,3,2,0,23,1.0
7284,33.8153,-118.3548,2,2,0,24,1.0
7285,33.8573,-118.0908,0,2,0,25,1.0
7286,33.8533,-118.4508,7,3,0,26,1.0
7287,33.8653,-118.1118,7,3,0,23,0.0
7288,33.8353,-118.4608,3,3,0,28,1.0
7289,33.8243,-118.1728,2,3,0,24,1.0
7290,33.8703,-118.1008,0,3,0,24,1.0
7293,33.8423,-118.1338,9,4,0,24,0.0
7298,33.8523,-118.1258,2,4,0,24,0.0
7300,33.7993,-118.4188,0,4,0,28,0.0
7301,33.8453,-118.4288,10,1,0,25,0.0
7308,33.8503,-118.1168,6,2,0,24,0.0
7310,33.7273,-118.3108,5,3,0,31,0.0
7313,33.8273,-118.1598,8,4,0,24,0.0
7315,33.8193,-118.3958,2,1,0,25,1.0
7316,33.8683,-118.4608,7,2,0,25,1.0
7317,33.7843,-118.3028,7,2,0,26,1.0
7318,33.8273,-118.1088,4,2,0,27,0.0
7319,33.8153,-118.4288,0,2,0,27,1.0
7320,33.7943,-118.2778,0,2,0,25,0.0
7326,33.8383,-118.4238,10,4,0,25,1.0
7327,33.7963,-118.3778,9,4,0,27,0.0
7331,33.8203,-118.1398,4,4,0,25,1.0
7333,33.8203,-118.1348,3,4,0,26,0.0
7334,33.8043,-118.1728,1,4,0,25,0.0
7335,33.8353,-118.4518,0,4,0,27,0.0
7337,33.8613,-118.4508,9,1,0,25,1.0
7338,33.9653,-118.5048,8,1,0,24,0.0
7341,33.6383,-118.2338,0,1,0,40,0.0
7347,33.9173,-118.4768,4,3,0,24,1.0
7350,33.8203,-118.4258,1,3,0,27,0.0
7351,33.8993,-118.4798,7,4,0,25,1.0
7353,33.8483,-118.4358,11,1,0,25,1.0
7356,33.8153,-118.1528,5,1,0,25,0.0
7357,33.8023,-118.1648,0,1,0,26,0.0
7361,33.8203,-118.1338,6,3,0,26,1.0
7365,33.9783,-118.4978,9,4,0,23,0.0
7367,33.8113,-118.4078,3,4,0,27,0.0
7368,33.8403,-118.1088,3,4,0,25,1.0
7369,33.8143,-118.3748,5,1,0,25,0.0
7372,33.8073,-118.3208,0,1,0,24,0.0
7379,33.8193,-118.3688,9,4,0,24,1.0
7382,33.7873,-118.2698,6,4,0,25,0.0
7386,33.8613,-118.1068,2,4,0,24,0.0
7388,33.8783,-118.4638,11,1,0,25,0.0
7393,33.8453,-118.4358,5,1,0,25,0.0
7395,33.8073,-118.4208,3,1,0,28,0.0
7396,33.8203,-118.4128,11,1,0,26,0.0
7403,33.8533,-118.1108,3,1,0,24,0.0
7408,33.8523,-118.4328,3,3,0,25,0.0
7410,34.0523,-118.0448,8,4,0,22,1.0
7412,33.8553,-118.1058,4,4,0,25,1.0
7413,33.8173,-118.1398,3,4,0,26,0.0
7416,33.9113,-118.0568,10,1,0,25,1.0
7419,33.9143,-118.0628,11,2,0,24,0.0
7421,33.7833,-118.2588,0,2,0,26,1.0
7424,33.8483,-118.4378,8,3,0,25,0.0
7425,34.0263,-118.0398,6,3,0,23,1.0
7426,34.0373,-118.0378,5,3,0,23,0.0
7427,33.7963,-118.3408,0,3,0,25,0.0
7428,33.8573,-118.4538,10,4,0,26,1.0
7429,33.9953,-118.0368,9,4,0,23,1.0
7435,33.8223,-118.0888,3,4,0,28,1.0
7436,33.8073,-118.3958,1,4,0,26,1.0
7450,33.8323,-118.3928,7,3,0,24,1.0
7470,33.7643,-118.1978,1,4,0,28,0.0
7471,33.8373,-118.1318,9,1,0,24,1.0
7474,33.7793,-118.1448,0,2,0,29,1.0
7476,33.8203,-118.4278,8,3,0,27,0.0
7478,33.8043,-118.4378,5,3,0,29,1.0
7480,33.7793,-118.3268,4,3,0,27,0.0
7481,34.0523,-118.5098,3,4,0,24,1.0
7482,33.7913,-118.2178,3,4,0,25,1.0
7483,33.8353,-118.4438,1,4,0,27,0.0
7485,33.7973,-118.1858,0,4,0,26,0.0
7492,33.8323,-118.1288,2,1,0,25,0.0
7512,33.8293,-118.1318,10,4,0,25,0.0
7513,33.8653,-118.1028,10,1,0,24,0.0
7514,33.8243,-118.1548,9,1,0,24,0.0
7517,33.7963,-118.3418,9,2,0,25,0.0
7526,33.3423,-118.3268,0,3,0,70,0.0
7532,33.9043,-118.4928,0,4,0,26,0.0
7556,33.9063,-118.0578,1,4,0,25,0.0
7573,33.8403,-118.1168,0,2,0,25,0.0
7689,33.8343,-118.4618,0,3,0,28,0.0
7696,33.8473,-118.4378,0,4,0,25,0.0
7765,33.7923,-118.2928,0,2,0,25,0.0
7781,34.0623,-118.0428,2,4,0,22,0.0
7784,33.8783,-118.4698,0,4,0,25,0.0
